icao	city	country	state	name	type	longitude	latitude	elevation
NZNV	Invercargill	New Zealand	Southland Region	Invercargill Airport	medium_airport	168.3130035	-46.4123993	5
NZOH		New Zealand	Manawatu-Wanganui Region	RNZAF Base Ohakea	medium_airport	175.3880005	-40.2060013	164
NZOM	Blenheim	New Zealand	Marlborough Region	Omaka Blenheim Airport	small_airport	173.9219970	-41.5400010	102
NZOU		New Zealand	Otago Region	Oamaru Airport	medium_airport	171.0820010	-44.9700010	99
NZPM	Palmerston North	New Zealand	Manawatu-Wanganui Region	Palmerston North Airport	medium_airport	175.6170040	-40.3205990	151
NZPP		New Zealand	Wellington Region	Paraparaumu Airport	medium_airport	174.9889984	-40.9047012	22
NZQN	Queenstown	New Zealand	Otago Region	Queenstown International Airport	medium_airport	168.7389980	-45.0210990	1171
NZRC	Oban	New Zealand	Southland Region	Ryan's Creek Aerodrome	small_airport	168.1009980	-46.8997000	62
NZRI	Rangitata Island	NULL	NULL	Rangitata Island Airport	small_airport	171.4160004	-44.0849991	288
NZRO	Rotorua	New Zealand	Bay of Plenty Region	Rotorua Regional Airport	medium_airport	176.3170010	-38.1092000	935
NZRT	Rangiora	New Zealand	Canterbury Region	Rangiora Airfield	small_airport	172.5420070	-43.2900010	180
NZRU		New Zealand	Manawatu-Wanganui Region	Waiouru Airport	small_airport	175.6580048	-39.4463997	2686
NZSP	Amundsen-Scott South Pole Station	NULL	NULL	Amundsen–Scott south Pole Station Airport	medium_airport	0.0000000	-90.0000000	9300
NZTE	Te Kowhai	New Zealand	Waikato Region	Te Kowhai Airfield	small_airport	175.1609950	-37.7442020	49
NZTG	Tauranga	New Zealand	Bay of Plenty Region	Tauranga Airport	medium_airport	176.1959991	-37.6719017	13
NZTU		New Zealand	Canterbury Region	Timaru Airport	medium_airport	171.2250061	-44.3027992	89
NZUK	Twitzel	New Zealand	Canterbury Region	Pukaki Airport	medium_airport	170.1179962	-44.2350006	1575
NZWB	Blenheim	New Zealand	Marlborough Region	Woodbourne Airport	medium_airport	173.8699951	-41.5182991	109
NZWD	McMurdo Station	Antarctica	(unassigned)	Williams Field Skiway	medium_airport	167.0570070	-77.8674010	68
NZWF	Wanaka	New Zealand	Otago Region	Wanaka Airport	medium_airport	169.2484190	-44.7229540	1142
NZWK		New Zealand	Bay of Plenty Region	Whakatane Airport	medium_airport	176.9140015	-37.9206009	20
NZWL		NULL	NULL	West Melton Aerodrome	small_airport	172.3970030	-43.4767000	312
NZWN	Wellington	New Zealand	Wellington Region	Wellington International Airport	large_airport	174.8049927	-41.3272018	41
NZWO	Wairoa	New Zealand	Hawke's Bay Region	Wairoa Airport	medium_airport	177.4043950	-39.0121180	42
NZWP		New Zealand	Auckland Region	RNZAF Base Auckland-Whenuapai	medium_airport	174.6300049	-36.7877998	100
NZWR	Whangarei	New Zealand	Northland Region	Whangarei Airport	medium_airport	174.3637130	-35.7692530	133
NZWS	Westport	NULL	NULL	Westport Airport	medium_airport	171.5790330	-41.7371110	13
NZWU	Wanganui	New Zealand	Manawatu-Wanganui Region	Wanganui Airport	medium_airport	175.0249939	-39.9622002	27
NZYP		New Zealand	Hawke's Bay Region	Waipukurau Airport	small_airport	176.5370026	-39.9967003	430
OAHR	Guzara	NULL	NULL	Herat - Khwaja Abdullah Ansari International Airport	medium_airport	62.2282980	34.2099990	3206
OAIX	Bagram	Afghanistan	Parwan Province	Bagram Airfield	medium_airport	69.2649990	34.9460980	4895
OAJL	Jalalabad	Afghanistan	Nangarhar Province	Jalalabad Airport	medium_airport	70.4985960	34.3997990	1814
OAKB	Kabul	NULL	NULL	Kabul International Airport	medium_airport	69.2123030	34.5658990	5877
OAKN	Khvoshab	Afghanistan	Kandahar Province	Ahmad Shah Baba International Airport / Kandahar Airfield	medium_airport	65.8478010	31.5058000	3337
OAMN	Maymana	Afghanistan	Faryab Province	Maymana Zahiraddin Faryabi Airport	medium_airport	64.7609020	35.9308010	2743
OAMS	Mazar-i-Sharif	Afghanistan	Balkh Province	Mazar-i-Sharif International Airport	medium_airport	67.2097020	36.7069020	1284
OASG	Sheberghan	Afghanistan	Jowzjan Province	Sheberghan Airport	small_airport	65.9130380	36.7510760	1053
OAUZ	Kunduz	Afghanistan	Kunduz	Kunduz Airport	medium_airport	68.9107970	36.6651000	1457
OBBI	Manama	Bahrain	Muharraq Governorate	Bahrain International Airport	large_airport	50.6376400	26.2672950	6
OBBS	Sitrah	NULL	NULL	Sheik Isa Air Base	medium_airport	50.5905991	25.9183998	136
OE50	Jubail	NULL	NULL	King Abdulaziz Naval Base	small_airport	49.7041020	26.9416010	10
OE53		Saudi Arabia	Riyadh Region	King Abdul Aziz Military Academy Airport	small_airport	46.3912010	24.9421005	2420
OEAB	Abha	Saudi Arabia	Asir Region	Abha International Airport	medium_airport	42.6566010	18.2404000	6858
OEAH	Hofuf	Saudi Arabia	Ash Sharqiyah Region	Al-Ahsa International Airport	medium_airport	49.4851990	25.2852990	588
OEBA	Al-Baha	Saudi Arabia	Al Batah Region	King Saud Bin Abdulaziz (Al Baha) Airport	medium_airport	41.6361530	20.2985060	5486
OEBH	Bisha	Saudi Arabia	Asir Region	Bisha Airport	medium_airport	42.6208990	19.9844000	3887
OEBQ	Buqayq	Saudi Arabia	Ash Sharqiyah Region	Abqaiq Airport	small_airport	49.5912020	25.9113010	229
OEDF	Ad Dammam	NULL	NULL	King Fahd International Airport	large_airport	49.7979010	26.4712010	72
OEDM	Dawadmi	Saudi Arabia	Riyadh Region	King Salman Abdulaziz Airport	medium_airport	44.1212010	24.4499000	3026
OEDR	Dhahran	Saudi Arabia	Ash Sharqiyah Region	King Abdulaziz Air Base	large_airport	50.1520000	26.2654000	84
OEGN	Jizan	Saudi Arabia	Jlzan Region	Jizan Regional Airport / King Abdullah bin Abdulaziz Airport	medium_airport	42.5858000	16.9011000	20
OEGS	Buraidah	Saudi Arabia	Al Qasim Region	Gassim Airport	medium_airport	43.7743990	26.3027990	2126
OEGT	Gurayat	Saudi Arabia	The Northern Border Region	Gurayat Domestic Airport	medium_airport	37.2788980	31.4124130	1672
OEHL	Ha'il	Saudi Arabia	Ha'il Region	Ha'il Airport	medium_airport	41.6862980	27.4379010	3331
OEHW	Hawtah	Saudi Arabia	Riyadh Region	Hawtah Airport	small_airport	46.8995020	22.9678000	2091
OEJB	Jubail	Saudi Arabia	Ash Sharqiyah Region	Jubail Airport	medium_airport	49.4051020	27.0390000	26
OEJN	Jeddah	Saudi Arabia	Makkah Region	King Abdulaziz International Airport	large_airport	39.1565020	21.6796000	48
OEKK	King Khaled Military City	Saudi Arabia	Ash Sharqiyah Region	King Khaled Military City Airport	medium_airport	45.5281980	27.9009000	1352
OEKM	Khamis Mushait	Saudi Arabia	Asir Region	King Khalid Air Base	medium_airport	42.8035010	18.2973000	6778
OEKR	Khurais oil field	Saudi Arabia	Ash Sharqiyah Region	Old Khurais Airport	small_airport	48.1949010	25.0695990	1300
OEMA	Medina	NULL	NULL	Prince Mohammad Bin Abdulaziz Airport	large_airport	39.7051010	24.5534000	2151
OENG	Najran	Saudi Arabia	Najran Region	Najran Domestic Airport	medium_airport	44.4192010	17.6114010	3982
OEPA	Qaisumah	Saudi Arabia	Ash Sharqiyah Region	Al Qaisumah/Hafr Al Batin Airport	medium_airport	46.1250990	28.3351990	1174
OEPC	Wasea	Saudi Arabia	Ash Sharqiyah Region	Pump Station 3 Airport	small_airport	47.4884000	25.1745000	1740
OEPF		Saudi Arabia	Riyadh Region	Pump Station 6 Airport	small_airport	44.9645004	24.7103004	2530
OEPI		NULL	NULL	Pump Station 9 Airport	small_airport	42.1436996	24.2761002	3000
OEPJ		Saudi Arabia	Al Madinah Region	Pump Station 10 Airport	small_airport	41.0359993	24.1072998	2840
OEPK	Hafar al Batin	Saudi Arabia	Ash Sharqiyah Region	Ipsa 3 Airport	small_airport	46.7425990	27.9542010	1000
OEPS		Saudi Arabia	Riyadh Region	Prince Sultan Air Base	medium_airport	47.5805020	24.0627000	1651
OERB	Rabigh	Saudi Arabia	Makkah Region	Rabigh Airport	small_airport	39.0698010	22.7026000	22
OERF	Rafha	NULL	NULL	Rafha Domestic Airport	medium_airport	43.4906006	29.6264000	1474
OERK	Riyadh	Saudi Arabia	Riyadh Region	King Khaled International Airport	large_airport	46.6987990	24.9576000	2049
OERM	Al Mishab	Saudi Arabia	Ash Sharqiyah Region	Ras Mishab Airport	medium_airport	48.6110000	28.0795990	13
OERR	Arar	Saudi Arabia	The Northern Border Region	Arar Domestic Airport	medium_airport	41.1381989	30.9066010	1813
OERT	Ras Tanura	NULL	NULL	Ras Tanura Airport	medium_airport	50.0308000	26.7231010	6
OERY	Riyadh	Saudi Arabia	Riyadh Region	Riyadh Air Base	medium_airport	46.7223360	24.7257250	2082
OESB	Shaybah	Saudi Arabia	Ash Sharqiyah Region	Shaibah Airport	small_airport	53.9641140	22.5147810	300
OESH	Sharurah	Saudi Arabia	Najran Region	Sharurah Domestic Airport	medium_airport	47.1213990	17.4669000	2363
OESK	Al-Jawf	Saudi Arabia	Al Jawf Region	Al-Jawf Domestic Airport	medium_airport	40.0999985	29.7851009	2261
OETB	Tabuk	Saudi Arabia	Tabuk Region	Tabuk Airport	medium_airport	36.6189000	28.3654000	2551
OETF	Ta’if	Saudi Arabia	Makkah Region	Ta’if Regional Airport	medium_airport	40.5434420	21.4830010	4848
OETN	As Saffaniyah	Saudi Arabia	Ash Sharqiyah Region	Ras Tanajib Airport	medium_airport	48.7691000	27.8678000	30
OETR	Turaif	Saudi Arabia	The Northern Border Region	Turaif Domestic Airport	medium_airport	38.7315440	31.6921880	2803
OEUD	Udhailiyah	NULL	NULL	Udhailiyah Airport	small_airport	49.3288002	25.1511002	759
OEWD	Wadi Al Dawasir	Saudi Arabia	Riyadh Region	Wadi Al Dawasir Domestic Airport	medium_airport	45.1996000	20.5042990	2062
OEWJ	Al Wajh	Saudi Arabia	Tabuk Region	Al Wajh Domestic Airport	medium_airport	36.4763980	26.1986010	66
OEYN	Yanbu	Saudi Arabia	Al Madinah Region	Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport	medium_airport	38.0634000	24.1441990	26
OIAA	Abadan	Iran	Khuzestan Province	Abadan Airport	medium_airport	48.2300750	30.3678870	10
OIAD	Dezful	Iran	Khuzestan Province	Dezful Airport	medium_airport	48.3975980	32.4343990	474
OIAG	Aghajari	Iran	Khuzestan Province	Aghajari Airport	medium_airport	49.6772000	30.7444000	88
OIAH	Gachsaran	Iran	Kohgiluyeh and Boyer-Ahmad Province	Gachsaran Airport	medium_airport	50.8337960	30.3338690	2414
OIAI	Masjed Soleyman	Iran	Khuzestan Province	Shahid Asiyaee Airport	medium_airport	49.2685990	32.0017190	1206
OIAJ	Omidiyeh	Iran	Khuzestan Province	Omidiyeh Airport	small_airport	49.5349010	30.8351990	85
OIAM	Mahshahr	Iran	Khuzestan Province	Mahshahr Airport	medium_airport	49.1519010	30.5562000	8
OIAW	Ahvaz	Iran	Khuzestan Province	Lieutenant General Qasem Soleimani International Airport	medium_airport	48.7620010	31.3374000	66
OIBA	Abu Musa	Iran	Hormozgan Province	Abu Musa Island Airport	medium_airport	55.0330010	25.8757000	23
OIBB	Bushehr	Iran	Bushehr Province	Bushehr Airport	medium_airport	50.8345985	28.9447994	68
OIBJ	Jam	Iran	Bushehr Province	Jam Airport	medium_airport	52.3522000	27.8204990	2173
OIBK	Kish Island	Iran	Hormozgan Province	Kish International Airport	medium_airport	53.9802017	26.5261993	101
OIBL	Bandar Lengeh	Iran	Hormozgan Province	Bandar Lengeh International Airport	medium_airport	54.8248400	26.5322830	67
OIBP	Khiyaroo	Iran	Bushehr Province	Persian Gulf International Airport	medium_airport	52.7377010	27.3796010	27
OIBQ	Khark	Iran	Bushehr Province	Khark Airport	medium_airport	50.3221930	29.2605030	17
OIBS	Siri	Iran	Hormozgan Province	Siri Airport	medium_airport	54.5393980	25.9088990	43
OIBV	Lavan Airport	Iran	Hormozgan Province	Lavan Airport	medium_airport	53.3543020	26.8107420	76
OICC	Kermanshah	Iran	Kermanshah Province	Shahid Ashrafi Esfahani Airport	medium_airport	47.1581001	34.3459015	4307
OICI	Ilam	Iran	Iiam Province	Ilam Airport	medium_airport	46.4048004	33.5866013	4404
OICK		NULL	NULL	Khoram Abad Airport	medium_airport	48.2829018	33.4353981	3782
OICS		Iran	Kordestan Province	Sanandaj Airport	medium_airport	47.0092010	35.2458992	4522
OIFE	Hesa	Iran	Esfahan Province	Hesa Airport	small_airport	51.5611000	32.9289020	5256
OIFH	Esfahan	Iran	Esfahan Province	Shahid Vatanpour Army Air Base	small_airport	51.6911100	32.5671660	5310
OIFK	Kashan	Iran	Esfahan Province	Kashan Airport	medium_airport	51.5770000	33.8953020	3465
OIFM	Isfahan	Iran	Esfahan Province	Isfahan Shahid Beheshti International Airport	medium_airport	51.8614830	32.7507550	5059
OIFP	Esfahan	Iran	Esfahan Province	Badr Air Base	medium_airport	51.6969990	32.6211010	5242
OIFS	Shahrekord	NULL	NULL	Shahrekord Airport	medium_airport	50.8422012	32.2971992	6723
OIGG	Rasht	Iran	Gilan Province	Sardar-e-Jangal Airport	medium_airport	49.6177780	37.3233330	-40
OIHH	Hamadan	Iran	Hamadan Province	Hamadan Airport	medium_airport	48.5525020	34.8692020	5755
OIHR	Araak	Iran	Markazi Province	Arak Airport	small_airport	49.8473010	34.1381000	5440
OIHS	Amirabad	Iran	Hamadan Province	Nojeh Air Base	medium_airport	48.6534000	35.2116010	5609
OIIA	Gharpuz Abad	Iran	Qazvin Province	Qazvin Azadi Airport	small_airport	50.4508020	35.9520990	3769
OIIC	Qāshqābolāq	Iran	Qom Province	Kushke Nosrat Airport	small_airport	50.8061980	34.9840010	3008
OIID	Tehran	Iran	Tehran Province	Doshan Tappeh Air Base	small_airport	51.4751010	35.7029990	4046
OIIE	Tehran	Iran	Tehran Province	Imam Khomeini International Airport	large_airport	51.1521988	35.4160995	3305
OIII	Tehran	NULL	NULL	Mehrabad International Airport	large_airport	51.3134003	35.6892014	3962
OIIK	Qazvin	Iran	Qazvin Province	Qazvin Airport	medium_airport	50.0471000	36.2401010	4184
OIIM	Karaj	Iran	Tehran Province	Naja Airport	medium_airport	50.8810010	35.7762990	4040
OIIP	Karaj	NULL	NULL	Payam Karaj International Airport	medium_airport	50.8266980	35.7761000	4170
OIKB	Bandar Abbas	Iran	Hormozgan Province	Bandar Abbas International Airport	medium_airport	56.3778000	27.2182999	22
OIKJ	Jiroft	Iran	Kerman Province	Jiroft Airport	medium_airport	57.6750370	28.7235190	2663
OIKK	Kerman	Iran	Kerman Province	Ayatollah Hashemi Rafsanjani International Airport	medium_airport	56.9496920	30.2712760	5741
OIKM	Bam	Iran	Kerman Province	Bam Airport	medium_airport	58.4500010	29.0842000	3231
OIKP	Bandar Abbas	Iran	Hormozgan Province	Havadarya Airport	small_airport	56.1725010	27.1583000	19
OIKQ	Dayrestan	Iran	Hormozgan Province	Qeshm Dayrestan International Airport	small_airport	55.9023530	26.7546390	45
OIKR	Rafsanjan	Iran	Kerman Province	Rafsanjan Airport	medium_airport	56.0489790	30.2983450	5298
OIKY	Sirjan	Iran	Kerman Province	Sirjan Airport	medium_airport	55.6726990	29.5509000	5846
OIMB	Birjand	Iran	South Khorasan Province	Birjand International Airport	medium_airport	59.2812580	32.8965250	4952
OIMJ	Shahrud	Iran	Semnan Province	Shahrud International Airport	small_airport	55.1041980	36.4253010	4215
OIMM	Mashhad	Iran	Razavi Khorasan Province	Mashhad International Airport	large_airport	59.6409988	36.2351990	3263
OIMN	Bojnord	Iran	North Khorasan Province	Bojnord Airport	medium_airport	57.3082008	37.4930000	3499
OIMS	Sabzevar	NULL	NULL	Sabzevar National Airport	medium_airport	57.5951996	36.1680984	3010
OIMT	Tabas	Iran	Yazd Province	Tabas Airport	medium_airport	56.8927000	33.6678010	2312
OINE	Kalaleh	Iran	Golestan Province	Kalaleh Airport	small_airport	55.4520000	37.3833010	425
OING	Gorgan	NULL	NULL	Gorgan Airport	medium_airport	54.4012985	36.9094009	-24
OINJ	Amol	Iran	Mazandaran Province	Bishe Kola Air Base	small_airport	52.3496020	36.6551020	-79
OINN	Nowshahr	Iran	Mazandaran Province	Nowshahr Airport	medium_airport	51.4627300	36.6642860	-61
OINR	Ramsar	NULL	NULL	Ramsar Airport	medium_airport	50.6873160	36.9070100	-70
OINZ	Sari	NULL	NULL	Sari Dasht-e Naz International Airport	medium_airport	53.1887610	36.6444080	35
OISF	Fasa	Iran	Fars Province	Fasa Airport	medium_airport	53.7233010	28.8918000	4261
OISJ	Jahrom	Iran	Fars Province	Jahrom Airport	small_airport	53.5791016	28.5867004	3358
OISL	Lar	Iran	Fars Province	Lar Airport	medium_airport	54.3833010	27.6747000	2641
OISR	Lamerd	Iran	Fars Province	Lamerd Airport	medium_airport	53.1888010	27.3727000	1337
OISS	Shiraz	NULL	NULL	Shiraz Shahid Dastghaib International Airport	large_airport	52.5898020	29.5392000	4927
OISY	Yasuj	Iran	Kohgiluyeh and Boyer-Ahmad Province	Yasuj Airport	medium_airport	51.5429880	30.7022380	5939
OITK	Khoy	Iran	West Azarbaijan Province	Khoy Airport	small_airport	44.9735985	38.4275017	3981
OITL	Ardabil	Iran	Ardabil Province	Ardabil Airport	medium_airport	48.4244003	38.3256989	4315
OITM	Maragheh	Iran	East Azarbaijan Province	Sahand Airport	small_airport	46.1278992	37.3479996	4396
OITP	Parsabad	Iran	Ardabil Province	Parsabad-Moghan Airport	small_airport	47.8815000	39.6036000	251
OITR	Urmia	Iran	West Azarbaijan Province	Urmia Airport	medium_airport	45.0686989	37.6680984	4343
OITT	Tabriz	Iran	East Azarbaijan Province	Tabriz International Airport	medium_airport	46.2350010	38.1339000	4459
OITZ	Zanjan	Iran	Zanjan Province	Zanjan Airport	medium_airport	48.3594017	36.7737007	5382
OIYY	Yazd	Iran	Yazd Province	Shahid Sadooghi Airport	medium_airport	54.2765007	31.9048996	4054
OIZB	Zabol	Iran	Sistan and Baluchestan Province	Zabol Airport	medium_airport	61.5439000	31.0983010	1628
OIZC	Konarak	Iran	Sistan and Baluchestan Province	Chabahar Konarak International Airport	medium_airport	60.3821670	25.4431900	13
OIZH	Zahedan	NULL	NULL	Zahedan International Airport	medium_airport	60.9062004	29.4757004	4564
OIZI	Iranshahr	Iran	Sistan and Baluchestan Province	Iranshahr Airport	medium_airport	60.7200010	27.2360990	2040
OIZS	Saravan	NULL	NULL	Saravan Airport	small_airport	62.3158000	27.4193000	3930
OJAI	Amman	Jordan	Amman Governorate	Queen Alia International Airport	large_airport	35.9931984	31.7226009	2395
OJAM	Amman	NULL	NULL	Amman Civil (Marka International) Airport	medium_airport	35.9916000	31.9727000	2555
OJAQ	Aqaba	Jordan	Al 'Aqaba Governorate	Aqaba King Hussein International Airport	medium_airport	35.0181007	29.6116009	175
OJHF		Jordan	Al Mafraq Governorate	Prince Hassan Air Base	small_airport	37.1493990	32.1607020	2220
OKAS	Al Damaikhi	Kuwait	Al Jahra Governorate	Ali Al Salem Air Base	medium_airport	47.5112150	29.3446320	472
OKDI	Camp Buehring	Kuwait	Al Jahra Governorate	Udairi Army Air Field	small_airport	47.4360008	29.6975994	430
OKKK	Kuwait City	NULL	NULL	Kuwait International Airport	large_airport	47.9688990	29.2266010	206
OLBA	Beirut	Lebanon	Mount Lebanon Governorate	Beirut Rafic Hariri International Airport	large_airport	35.4883995	33.8209000	87
OLKA	Tripoli	Lebanon	North Governorate	Rene Mouawad Air Base / Kleyate Airport	medium_airport	36.0112990	34.5892980	75
OLRA	Rayak	Lebanon	Beqaa Governorate	Rayak Air Base	medium_airport	35.9877014	33.8507996	3018
OMAA	Abu Dhabi	United Arab Emirates	Abu Dhabi Emirate	Zayed International Airport	large_airport	54.6517180	24.4437640	88
OMAD	Abu Dhabi	United Arab Emirates	Abu Dhabi Emirate	Al Bateen Executive Airport	medium_airport	54.4580990	24.4283010	16
OMAJ	Jebel Dhanna	United Arab Emirates	Abu Dhabi Emirate	Jebel Dhanna Airport	small_airport	52.6139340	24.1877550	43
OMAL	Al Ain	United Arab Emirates	Abu Dhabi Emirate	Al Ain International Airport	medium_airport	55.6091995	24.2616997	869
OMAM		United Arab Emirates	Abu Dhabi Emirate	Al Dhafra Air Base	medium_airport	54.5476990	24.2481995	77
OMAR	Arzanah Island	NULL	NULL	Arzanah Airport	small_airport	52.5598710	24.7808720	15
OMAS	Das Island	United Arab Emirates	Abu Dhabi Emirate	Das Island Airport	small_airport	52.8744290	25.1382340	12
OMAZ	Zirku Island	United Arab Emirates	Abu Dhabi Emirate	Zirku Airport	small_airport	53.0771410	24.8624920	14
OMDB	Dubai	NULL	NULL	Dubai International Airport	large_airport	55.3643990	25.2528000	62
OMDM	Dubai	United Arab Emirates	Dubai Emirate	Al Minhad Air Base	medium_airport	55.3661995	25.0268002	165
OMDW	Jebel Ali	United Arab Emirates	Dubai Emirate	Al Maktoum International Airport	large_airport	55.1613890	24.8963560	114
OMFJ	Fujairah	United Arab Emirates	Fujairah Emirate	Fujairah International Airport	medium_airport	56.3240010	25.1122000	152
OMRK	Ras Al Khaimah	United Arab Emirates	Ras al-Khaimah Emirate	Ras Al Khaimah International Airport	medium_airport	55.9388008	25.6135006	102
OMSJ	Sharjah	United Arab Emirates	Sharjah Emirate	Sharjah International Airport	large_airport	55.5172000	25.3286000	111
OOMA	Masirah	Oman	Ash Sharqlyah Governorate	RAFO Masirah	medium_airport	58.8904990	20.6754000	64
OOMS	Muscat	NULL	NULL	Muscat International Airport	large_airport	58.2844010	23.5933000	48
OOSA	Salalah	Oman	Dhofar Governorate	Salalah Airport	medium_airport	54.0913010	17.0387001	73
OOTH	Thumrait	Oman	Dhofar Governorate	Thumrait Air Base	medium_airport	54.0246010	17.6660000	1570
OPBW	Bahawalpur	Pakistan	Punjab	Bahawalpur Airport	medium_airport	71.7180023	29.3481007	392
OPCH	Chitral	Pakistan	North-West Frontier	Chitral Airport	medium_airport	71.7999220	35.8862130	4920
OPDG	Dera Ghazi Khan	NULL	NULL	Dera Ghazi Khan Airport	medium_airport	70.4859009	29.9610004	492
OPDI	Dera Ismael Khan	Pakistan	North-West Frontier	Dera Ismael Khan Airport	medium_airport	70.8965990	31.9094010	594
OPFA	Faisalabad	NULL	NULL	Faisalabad International Airport	medium_airport	72.9947968	31.3649998	591
OPGT	Gilgit	Pakistan	Northern Areas	Gilgit Airport	medium_airport	74.3336029	35.9188004	4796
OPGW	Gwadar	NULL	NULL	Gwadar International Airport	medium_airport	62.3276710	25.2323910	36
